timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1752961666522,99,Get Seat Map By ID,200,OK,Moderate Load Test 1-6,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,99,0,0
1752961666622,195,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-6,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,194,0,0
1752961666950,398,Login Request,200,OK,Moderate Load Test 1-7,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,398,0,1
1752961667349,103,Get All Events,200,OK,Moderate Load Test 1-7,text,true,,2825,392,1,1,http://localhost:8080/api/events,103,0,0
1752961667452,98,Get User Info,200,OK,Moderate Load Test 1-7,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,98,0,0
1752961667550,98,Get My Bookings,200,OK,Moderate Load Test 1-7,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,98,0,0
1752961667648,102,Get Event Details By ID,200,OK,Moderate Load Test 1-7,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,102,0,0
1752961667751,101,Get Seat Map By ID,200,OK,Moderate Load Test 1-7,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,101,0,0
1752961667852,200,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-7,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,200,0,0
1752961668149,390,Login Request,200,OK,Moderate Load Test 1-8,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,390,0,0
1752961668539,100,Get All Events,200,OK,Moderate Load Test 1-8,text,true,,2825,392,1,1,http://localhost:8080/api/events,100,0,0
1752961668638,104,Get User Info,200,OK,Moderate Load Test 1-8,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,103,0,0
1752961668742,102,Get My Bookings,200,OK,Moderate Load Test 1-8,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,102,0,0
1752961668844,99,Get Event Details By ID,200,OK,Moderate Load Test 1-8,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,99,0,0
1752961668943,99,Get Seat Map By ID,200,OK,Moderate Load Test 1-8,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,99,0,0
